name,instructions
Cidofovir Injection,"Important warning: Cidofovir can cause severe or irreversible kidney damage and low white blood cell counts. It must be administered only by experienced clinicians with mandatory kidney protection measures including intravenous saline hydration and probenecid. Use is generally limited to cytomegalovirus retinitis in people with AIDS when potential benefits outweigh serious risks. Why is this medication prescribed? Cidofovir is an antiviral used to treat cytomegalovirus retinitis in patients with AIDS. How should this medicine be used? It is given as an intravenous infusion, usually 5 mg per kilogram once weekly for 2 weeks, then every 2 weeks, infused over about 1 hour. You will receive 1 to 2 liters of intravenous normal saline around each dose and probenecid by mouth before and after each infusion to protect the kidneys. Doses are adjusted or stopped based on kidney tests and urine protein. Only a healthcare professional should administer it. What special precautions should I follow? Tell your clinician about any kidney disease, protein in the urine, prior reactions to probenecid or sulfa medicines, blood disorders, eye inflammation, or pregnancy and breastfeeding. Do not receive cidofovir if you have significant kidney impairment or cannot take probenecid. Avoid other medicines that can harm the kidneys such as aminoglycosides, amphotericin B, IV contrast, certain antivirals including tenofovir, and high dose NSAIDs. Use reliable contraception during treatment and for at least 1 month after the last dose if you are able to become pregnant, and male patients should use condoms during treatment and for at least 3 months after the last dose. You will need frequent blood and urine tests and eye exams. What special dietary instructions should I follow? There are no specific food restrictions, but maintain good hydration as directed by your care team. What should I do if I forget a dose? If you miss an infusion appointment, contact your healthcare team immediately to reschedule. Do not attempt to receive the medication outside a clinic setting. What side effects can this medication cause? Serious side effects include kidney failure, protein in the urine, low white blood cell counts with increased infection risk, inflammation in the eye including uveitis and iritis, vision changes, and ocular hypotony. Other side effects can include fever, nausea, vomiting, diarrhea, rash, fatigue, headache, and changes in blood tests. Seek urgent care for decreased urination, swelling, shortness of breath, severe eye pain or vision loss, fever, or signs of infection."
Cilostazol,"Important warning: Do not take cilostazol if you have heart failure of any severity. Drugs in this class increased mortality in patients with heart failure. Why is this medication prescribed? Cilostazol is used to improve walking distance and reduce leg pain in people with intermittent claudication from peripheral artery disease. How should this medicine be used? The usual dose is 100 mg by mouth twice daily, taken at least 30 minutes before or 2 hours after breakfast and dinner. If you take certain strong inhibitors of CYP3A4 or CYP2C19 your doctor may reduce the dose to 50 mg twice daily. Benefits may appear after 2 to 4 weeks and may continue to improve up to 12 weeks. If there is no improvement after about 3 months your doctor may stop it. What special precautions should I follow? Tell your doctor about any history of heart failure, heart rhythm problems, stroke, bleeding disorders, stomach ulcers, kidney or liver disease, or planned surgery. Use caution if you take other medicines that increase bleeding such as aspirin, clopidogrel, anticoagulants, or NSAIDs. Many drugs interact, including strong CYP3A4 inhibitors like ketoconazole and clarithromycin and CYP2C19 inhibitors like omeprazole, and inducers like rifampin or carbamazepine. Discuss pregnancy and breastfeeding. What special dietary instructions should I follow? Take on an empty stomach for best absorption. Avoid grapefruit or grapefruit juice unless your prescriber approves because it can raise cilostazol levels. Limit alcohol. What should I do if I forget a dose? Take it as soon as you remember unless it is near the time for your next dose. Do not take two doses at once. What side effects can this medication cause? Headache, diarrhea, abnormal stools, palpitations, fast heartbeat, dizziness, low blood pressure, swelling of ankles or feet, and stomach discomfort. It can increase bleeding and rarely can cause low platelets or white blood cells. Seek medical care for chest pain, fainting, signs of bleeding, or signs of infection."
Ciltacabtagene Autoleucel Injection,"Important warning: This CAR T cell therapy can cause life threatening cytokine release syndrome, neurologic toxicities including confusion, seizures, and movement and speech disorders, hemophagocytic lymphohistiocytosis or macrophage activation syndrome, prolonged low blood counts with infection and bleeding risk, and serious or fatal infections. It is available only through a restricted program and you will be closely monitored. Do not drive or operate hazardous machinery for at least 8 weeks after infusion. Why is this medication prescribed? It is used to treat certain adults with relapsed or refractory multiple myeloma after specific prior treatments. How should this medicine be used? You receive chemotherapy to reduce your lymphocytes for several days before a one time intravenous infusion of your own genetically modified T cells. You will be premedicated and monitored in a certified center for several days after infusion and must stay within close proximity for at least 4 weeks. Carry your patient wallet card at all times and show it to all healthcare providers. What special precautions should I follow? Before treatment you will be checked and possibly treated for infections, including hepatitis B, and may receive preventive antimicrobials. Avoid live vaccines before treatment, during therapy, and until your immune system recovers. Tell your team about prior or current neurologic conditions, heart or lung disease, and all medicines including corticosteroids and immunosuppressants. Pregnancy must be avoided; discuss contraception and do not breastfeed. Do not donate blood, organs, tissues, or cells after receiving this therapy. Seek urgent care if you develop fever, chills, fast heartbeat, low blood pressure, shortness of breath, confusion, severe headache, seizures, or weakness. What special dietary instructions should I follow? No specific dietary restrictions are required, but maintain good hydration and nutrition as advised by your team. What should I do if I forget a dose? If you miss any appointment for chemotherapy, cell infusion, or follow up monitoring, contact your treatment center immediately. Do not attempt to reschedule on your own. What side effects can this medication cause? Common effects include fever, fatigue, low blood pressure, low oxygen levels, fast heartbeat, confusion, tremor, difficulty speaking, headache, dizziness, nausea, diarrhea, decreased appetite, cough, and muscle or joint pain. Serious effects include cytokine release syndrome, severe neurologic events, severe infections, tumor lysis syndrome, prolonged low blood counts with bleeding or infection, and secondary malignancies."
Cimetidine,"Why is this medication prescribed? Cimetidine reduces stomach acid and is used to treat and prevent gastric and duodenal ulcers, gastroesophageal reflux disease, and heartburn or acid indigestion. It may also be used for conditions with excessive acid production such as Zollinger Ellison syndrome. How should this medicine be used? It is taken by mouth as tablets, liquid, or injections. Over the counter dosing for heartburn is typically 200 mg up to twice daily. Prescription doses commonly include 400 mg twice daily or 800 mg at bedtime for ulcers for 4 to 8 weeks, with maintenance dosing as directed. Dose adjustments may be needed in kidney impairment. Do not use nonprescription cimetidine longer than 14 days without medical advice. What special precautions should I follow? Tell your doctor about kidney or liver disease, a history of confusion, unintended weight loss, trouble swallowing, vomiting blood or black stools, and any persistent abdominal pain. Cimetidine inhibits several liver enzymes and can interact with many medicines including warfarin, theophylline, phenytoin, certain benzodiazepines, tricyclic antidepressants, and others. It can cause confusion especially in older adults. Long term use may reduce vitamin B12 absorption. Discuss pregnancy and breastfeeding. What special dietary instructions should I follow? Avoid foods and drinks that worsen heartburn such as large fatty meals, caffeine, alcohol, chocolate, peppermint, and spicy or acidic foods. Do not smoke. Weight reduction and avoiding late night meals may help. What should I do if I forget a dose? Take it as soon as you remember unless it is almost time for your next dose. If you use it as needed for heartburn, take it when symptoms occur. Do not double up doses. What side effects can this medication cause? Headache, dizziness, diarrhea or constipation, tiredness, and rash. Rare but serious effects include confusion or agitation, liver enzyme elevations, breast enlargement or tenderness and sexual dysfunction with high doses or prolonged use, low blood counts, and pneumonia. Seek care for mental status changes, signs of bleeding, or severe abdominal pain."
Cinacalcet,"Why is this medication prescribed? Cinacalcet lowers parathyroid hormone levels and is used in adults on dialysis for secondary hyperparathyroidism and to treat high calcium levels in parathyroid carcinoma or primary hyperparathyroidism when surgery is not appropriate. How should this medicine be used? Take by mouth with food or shortly after a meal. Swallow tablets whole. For secondary hyperparathyroidism the usual starting dose is 30 mg once daily and is titrated every 2 to 4 weeks based on parathyroid hormone and serum calcium levels. For hypercalcemia the starting dose is often 30 mg twice daily with titration. Regular blood tests are required. What special precautions should I follow? Do not start if your calcium is low. Cinacalcet can cause severe hypocalcemia which may lead to muscle cramps, tingling, seizures, or heart rhythm problems. Tell your doctor about seizure disorders, heart rhythm issues, liver impairment, and all medicines you take. Cinacalcet is a strong CYP2D6 inhibitor and can increase levels of medicines such as flecainide, propafenone, metoprolol, and certain antidepressants. Strong CYP3A4 inhibitors can raise cinacalcet levels and inducers can lower them. Discuss pregnancy and breastfeeding. Keep out of reach of children. What special dietary instructions should I follow? Take with meals consistently. Follow your dialysis diet including phosphate, calcium, and vitamin D plans as instructed by your care team. Avoid grapefruit products unless your prescriber approves. What should I do if I forget a dose? Take the missed dose as soon as you remember on the same day with food. If it is almost time for your next dose, skip the missed dose and resume your regular schedule. Do not take two doses at once. Contact your provider if you miss several doses. What side effects can this medication cause? Nausea, vomiting, diarrhea, decreased appetite, muscle cramps, weakness, tingling around the mouth or in the hands and feet, headache, and low blood pressure. Serious effects include severe hypocalcemia with seizures or arrhythmias and worsening heart failure in susceptible patients. Seek care for severe cramping, confusion, seizures, or palpitations."
Cipaglucosidase alfa-atga,"Why is this medication prescribed? Cipaglucosidase alfa-atga is an enzyme replacement therapy used in adults with late onset Pompe disease to improve enzyme activity and reduce disease related symptoms. It is used in combination with miglustat. How should this medicine be used? It is given as an intravenous infusion every 2 weeks under the supervision of a healthcare team. You will take miglustat 65 mg by mouth about 1 hour before each infusion to stabilize the enzyme. You may receive premedications such as antihistamines and antipyretics to reduce infusion reactions. The infusion lasts several hours and you will be monitored during and after treatment. What special precautions should I follow? Tell your doctor about any history of infusion reactions, allergies, breathing or heart problems, and all medicines you take. Serious hypersensitivity including anaphylaxis can occur at any time, even after prior uneventful infusions. Infusion associated reactions including fever, chills, flushing, chest discomfort, shortness of breath, or rash can occur and the infusion may need to be slowed or stopped. Dose adjustments or temporary interruption may be needed if you have acute respiratory compromise. Discuss pregnancy and breastfeeding. Do not substitute other enzyme products without medical guidance. What special dietary instructions should I follow? There are no specific dietary restrictions for this medicine. Maintain good hydration and follow any disease specific nutrition plan recommended by your care team. What should I do if I forget a dose? If you miss an infusion appointment, contact your infusion center promptly to reschedule. If you miss taking miglustat before an infusion, tell your team right away for instructions. What side effects can this medication cause? Infusion related reactions such as fever, chills, flushing, chest discomfort, nausea, vomiting, headache, dizziness, rash, and shortness of breath are common. Serious allergic reactions can occur. Other effects include fatigue and elevated liver enzymes. Seek immediate care for trouble breathing, swelling of the face or throat, severe chest pain, or fainting."
Ciprofloxacin and Dexamethasone Otic,"Why is this medication prescribed? This ear drop combination of an antibiotic and a corticosteroid is used to treat acute otitis externa and acute otitis media in patients with tympanostomy tubes. How should this medicine be used? The usual dose is 4 drops into the affected ear twice daily for 7 days or as directed. Warm the bottle in your hands, shake well, lie with the affected ear upward, instill the drops without touching the dropper tip to the ear, gently press the tragus several times, and keep the ear upward for about 60 seconds. Keep water out of the ear and complete the full course even if symptoms improve. What special precautions should I follow? For ear use only. Do not use in the eyes. Tell your doctor if you are allergic to quinolones, dexamethasone, or any ingredients, or if you have ear surgery history, a perforated eardrum, or chronic infections. Stop and contact your doctor if severe pain, swelling, rash, worsening discharge, or hearing changes occur. Prolonged use may lead to overgrowth of non susceptible organisms including fungi. Discuss pregnancy and breastfeeding. What special dietary instructions should I follow? No special dietary restrictions are needed. What should I do if I forget a dose? Apply the missed dose as soon as you remember. If it is almost time for the next dose, skip the missed dose. Do not use extra drops to make up for a missed dose. What side effects can this medication cause? Mild ear discomfort, itching, or a bitter taste if drops drain to the throat. Rare effects include allergic reactions, dizziness if cold drops are used, worsening infection, or changes in hearing. Seek care for rash, facial swelling, severe pain, or signs of severe infection."
Ciprofloxacin Injection,"Important warning: Systemic fluoroquinolones, including ciprofloxacin, can cause disabling and potentially irreversible serious adverse reactions including tendonitis and tendon rupture, peripheral neuropathy, and central nervous system effects such as seizures and psychosis. Ciprofloxacin may exacerbate myasthenia gravis. Use for uncomplicated infections only when no alternative treatment options exist. Why is this medication prescribed? Ciprofloxacin injection is a fluoroquinolone antibiotic used to treat a variety of serious bacterial infections when intravenous therapy is appropriate. How should this medicine be used? It is administered by a healthcare professional as an intravenous infusion over about 60 minutes. Dose and frequency depend on the type of infection, body weight, and kidney function. Complete the prescribed course. Do not receive tizanidine while on ciprofloxacin. Stay well hydrated during therapy. What special precautions should I follow? Tell your doctor about a history of tendon disorders, aortic aneurysm or vascular disease, Ehlers Danlos syndrome, transplant, kidney disease, seizures, stroke, psychiatric illness, diabetes, heart rhythm problems, and myasthenia gravis. Many drugs interact including antiarrhythmics, theophylline, warfarin, antidiabetic agents, NSAIDs, and corticosteroids which can increase tendon rupture risk. Ciprofloxacin can cause abnormal blood sugars, aortic aneurysm or dissection risk, QT prolongation, photosensitivity, Clostridioides difficile associated diarrhea, and liver injury. Avoid excessive sunlight and use sun protection. Discuss pregnancy and breastfeeding. Report tendon pain or swelling, tingling or numbness, confusion, severe diarrhea, palpitations, yellowing of the skin or eyes, or signs of severe allergic reaction immediately. What special dietary instructions should I follow? No specific diet is required for IV therapy. Maintain adequate hydration and avoid excessive sunlight or tanning beds. What should I do if I forget a dose? If you miss an infusion appointment, contact your healthcare team immediately to reschedule. Do not try to make up a dose on your own. What side effects can this medication cause? Nausea, vomiting, diarrhea, headache, dizziness, rash, and infusion site reactions. Serious effects include tendon pain or rupture, peripheral neuropathy, seizures, hallucinations, severe mood changes, severe allergic reactions including anaphylaxis, abnormal heart rhythms, severe diarrhea due to C difficile, liver injury, and severe blood sugar changes."
Ciprofloxacin Ophthalmic,"Why is this medication prescribed? Ciprofloxacin eye drops or ointment are used to treat bacterial conjunctivitis and corneal ulcers. How should this medicine be used? For conjunctivitis, a common adult regimen is 1 to 2 drops in the affected eye every 2 hours while awake for the first 2 days, then 1 to 2 drops every 4 hours while awake for the next 5 days. For corneal ulcers, your eye specialist will prescribe a more frequent schedule. Wash hands before use, avoid touching the dropper tip, remove contact lenses before dosing, and wait at least 15 minutes before reinserting them if your doctor approves. Use for the full prescribed course. What special precautions should I follow? For eye use only. Tell your doctor about allergies to quinolones. Stop and seek care for severe burning, swelling, rash, worsening redness, pain, or vision changes. Avoid wearing contact lenses during active infection. Separate other eye medications by at least 5 to 10 minutes. What special dietary instructions should I follow? No special dietary restrictions are needed. What should I do if I forget a dose? Instill the missed dose as soon as you remember. If it is almost time for your next dose, skip the missed dose and resume your regular schedule. Do not use extra drops to make up a dose. What side effects can this medication cause? Temporary eye burning or stinging, bad taste in the mouth, eye redness, discomfort, or a white crystalline precipitate on the surface of the eye. Rarely, allergic reactions, corneal damage in severe ulcers, and superinfection can occur."
Ciprofloxacin Otic,"Why is this medication prescribed? Ciprofloxacin ear drops are used to treat acute otitis externa and certain chronic ear infections caused by susceptible bacteria. How should this medicine be used? Typical dosing for acute otitis externa is 0.25 milliliters, about 5 drops, into the affected ear twice daily for 7 days or as directed. Warm the bottle in your hands, shake if it is a suspension, lie with the affected ear upward, instill the drops without touching the dropper tip to the ear, gently press the tragus several times, and keep the ear upward for about 60 seconds. Keep the ear dry during treatment and complete the full course. What special precautions should I follow? For ear use only. Do not use in the eyes. Tell your doctor if you have allergies to quinolones, a perforated eardrum, ear tubes, chronic ear disease, or recent ear surgery. Stop and contact your doctor for severe pain, rash, swelling, or hearing changes. Pregnancy and breastfeeding should be discussed. What special dietary instructions should I follow? No special dietary restrictions are needed. What should I do if I forget a dose? Apply the missed dose as soon as you remember. If it is almost time for the next dose, skip the missed dose and resume your usual schedule. Do not apply extra drops to make up for a missed dose. What side effects can this medication cause? Ear discomfort or itching, headache, and an unpleasant taste if drainage reaches the throat. Rarely, allergic reactions, dizziness if cold drops are used, and overgrowth of non susceptible organisms including fungi may occur."
Cisapride,"Important warning: Cisapride can cause serious and sometimes fatal heart rhythm problems, especially when taken with certain other medicines or in people with underlying heart conditions or low potassium or magnesium. It is restricted in many countries and is available only through special programs for select patients. Why is this medication prescribed? Cisapride is a prokinetic medicine that increases movement of the stomach and intestines. It may be prescribed for severe gastrointestinal motility disorders that have not responded to other treatments. How should this medicine be used? Take exactly as directed by your doctor, usually by mouth before meals and at bedtime. Do not change your dose or schedule without medical advice. Your doctor may check your heart rhythm and blood electrolytes before and during treatment. What special precautions should I follow? Tell your doctor if you have or have ever had heart rhythm problems, long QT syndrome, heart failure, slow heartbeat, kidney or liver disease, or low potassium or magnesium. Provide a complete list of all medicines and supplements you take. Do not take cisapride with medicines that strongly block the enzyme CYP3A4 or that can prolong the QT interval, including certain antibiotics, antifungals, antidepressants, antipsychotics, antiarrhythmics, and some HIV medicines. Avoid grapefruit products. Seek urgent care if you feel faint, have palpitations, or pass out. What special dietary instructions should I follow? Avoid grapefruit and grapefruit juice. Maintain good hydration and a balanced diet to help keep potassium and magnesium in the normal range unless your doctor gives you different instructions. What should I do if I forget a dose? Take the missed dose as soon as you remember unless it is almost time for your next dose. If it is close to your next dose, skip the missed dose. Do not take two doses at the same time. What side effects can this medication cause? Common effects can include abdominal cramps, diarrhea, gas, nausea, and headache. Serious effects require immediate medical attention and include fainting, fast or irregular heartbeat, chest pain, severe dizziness, and seizures."
